,months_as_customer,policy_deductable,umbrella_limit,capital-gains,capital-loss,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,injury_claim,property_claim,vehicle_claim,policy_csl_250/500,policy_csl_500/1000,insured_sex_MALE,insured_education_level_College,insured_education_level_High School,insured_education_level_JD,insured_education_level_MD,insured_education_level_Masters,insured_education_level_PhD,insured_occupation_armed-forces,insured_occupation_craft-repair,insured_occupation_exec-managerial,insured_occupation_farming-fishing,insured_occupation_handlers-cleaners,insured_occupation_machine-op-inspct,insured_occupation_other-service,insured_occupation_priv-house-serv,insured_occupation_prof-specialty,insured_occupation_protective-serv,insured_occupation_sales,insured_occupation_tech-support,insured_occupation_transport-moving,insured_relationship_not-in-family,insured_relationship_other-relative,insured_relationship_own-child,insured_relationship_unmarried,insured_relationship_wife,incident_type_Parked Car,incident_type_Single Vehicle Collision,incident_type_Vehicle Theft,collision_type_Rear Collision,collision_type_Side Collision,incident_severity_Minor Damage,incident_severity_Total Loss,incident_severity_Trivial Damage,authorities_contacted_Fire,authorities_contacted_None,authorities_contacted_Other,authorities_contacted_Police,property_damage_YES,police_report_available_YES
63,0.08377723535805731,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.7860038678028721,1.195515564326321,1.122901992772263,1.204577199809007,0.46697333531427326,0.8243601232138081,-0.32336303348103135,0.740913622896915,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
894,-1.3971041604761734,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.823286852114073,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.2950371774967542,-1.3114688056251311,-1.7500903435579198,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
692,-0.595685993318825,-1.0527995905419327,-0.4891078143167476,0.838534512565518,-1.4381362906323025,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-1.2543577667345553,-1.2695110233684814,-1.739577560411877,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0
43,-0.8657290713827142,-1.0527995905419327,-0.4891078143167476,0.8818514719399385,-1.1829540382207862,1.6281160821349767,-0.8402133792072178,1.204577199809007,0.46697333531427326,-0.3431389656613001,-0.3296567008195288,0.12959528295452782,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0
593,-0.46501998780403997,-1.0527995905419327,-0.4891078143167476,1.2031189206335573,0.9506531277755026,-0.3906863343054172,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,0.06568911249879877,0.09201901085980035,1.677602601209326,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
366,-0.44759785373540195,1.4250237135578045,2.553328234454491,1.5604838354725266,0.9506531277755026,-0.3906863343054172,-0.8402133792072178,1.204577199809007,-1.3336950527870377,-1.4414830562406702,-1.4625168217490698,-1.842602835243096,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0
543,-1.4667926967507254,-0.2268584891753536,-0.4891078143167476,0.8674124854817984,0.9506531277755026,-1.1116871973198437,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.34517293619941003,0.8577485370436568,-0.17212159333689972,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1
453,-1.6148808363341485,-1.0527995905419327,-0.4891078143167476,0.27902378731258665,-0.5946171784942349,0.4745147013118945,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.125504118083536,-0.1051825657464531,0.5232990117738296,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
52,0.10119936942669533,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.5348865069083025,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-1.410973498169021,-1.4310484850565826,-1.7795261363668395,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1
182,-0.8221737362111191,-1.0527995905419327,1.2494270706953887,0.9323879245434291,0.9506531277755026,0.04191418350323865,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.8657530387260994,1.9486508757165482,1.082579075143305,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0
11,2.104744787320066,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.8568878268060711,1.3397157369292063,1.122901992772263,-0.012987355254005385,0.46697333531427326,2.0976256800706334,2.1878102345794512,2.2216391290170394,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
358,-0.24724331194606486,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.4828189983543894,1.4839159095320915,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,2.7118847825798365,1.3738292588004477,0.5784911232905542,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
351,0.5628859222456025,1.4250237135578045,-0.4891078143167476,0.7916078065765625,0.9506531277755026,1.195515564326321,1.122901992772263,-0.012987355254005385,-1.3336950527870377,-0.0380433849448084,-0.7681155254015178,-0.6394148041785009,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
779,2.0960337202857473,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.39421404960039075,-1.5442877151284995,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.12753808862164595,1.3066968071898082,1.2281811217159975,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
121,0.005377632049186277,-1.0527995905419327,1.2494270706953887,-0.9121925954839771,-0.9525811714603897,-0.10228598909964663,-0.8402133792072178,1.204577199809007,-0.4333608587363822,1.0969121753205406,1.1556487910658695,0.7225162523913402,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
83,-0.04688877015672775,1.4250237135578045,-0.4891078143167476,1.1561922146446018,-1.9059704200534158,0.18611435610612392,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-1.2584257078107752,-1.2737068015941464,-1.743257034512992,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1
520,0.6499965925887926,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.8781530145070308,-1.5442877151284995,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,1.3491245220461738,-0.05273533792564101,0.9832332744132009,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
913,0.46706418486809353,1.4250237135578045,-0.4891078143167476,0.17434113549107041,0.9506531277755026,1.6281160821349767,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,0.12467425810398718,0.15285779513194236,1.814794421265184,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
445,1.8172795751875392,-1.0527995905419327,-0.4891078143167476,0.6760959149114412,-1.5657274168380606,0.18611435610612392,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-0.2597461735987924,-0.243643247193397,0.28045372110024164,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0
427,-0.9963950768974993,-0.2268584891753536,1.2494270706953887,1.3836062513603096,0.9506531277755026,1.0513153917234357,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,-0.1295720591597559,-0.10937834397211806,0.5159400635715997,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0
312,-0.41275358559812597,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.41740728098623747,-1.6884878877313847,-0.8402133792072178,-1.2305519103170177,-1.3336950527870377,-0.786544542969268,-0.05273533792564101,-0.6725300710885357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0
821,-0.1601326416028748,-1.0527995905419327,-0.4891078143167476,1.2356066401643728,0.9506531277755026,-0.6790866795111877,1.122901992772263,-1.2305519103170177,-1.3336950527870377,0.16942160994240596,-0.6611231806470612,-0.23624957052776063,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
616,0.4322199167308175,-1.0527995905419327,-0.4891078143167476,1.8239953383335845,0.9506531277755026,0.33031452870900924,0.14134430678252252,1.204577199809007,0.46697333531427326,0.020941760660379997,1.6129886176633508,0.7882211470541075,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
791,-1.0573725461377323,-1.0527995905419327,2.553328234454491,-0.9121925954839771,0.9506531277755026,-1.6884878877313847,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.528230284629305,0.4801284967338098,0.2962228958193058,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0
404,2.0176341169768763,-0.2268584891753536,-0.4891078143167476,0.8493637524091232,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,0.06365514196068883,1.7010999604023151,1.2691809759855643,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
101,-1.0922168142750084,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.18611435610612392,-0.8402133792072178,-0.012987355254005385,-1.3336950527870377,0.6494386569363528,-0.41357226533282815,-0.017583681090070972,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1
363,0.6761297936917496,-1.0527995905419327,-0.4891078143167476,1.2789235995387933,-0.9738463591613494,0.18611435610612392,1.122901992772263,-1.2305519103170177,0.46697333531427326,-1.4984342313077486,-0.24154535808056452,-0.03650669075294796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
931,-0.7176409317992911,1.4250237135578045,-0.4891078143167476,-0.3310233905438354,-1.2183960177223856,0.18611435610612392,1.122901992772263,-0.012987355254005385,-0.4333608587363822,-0.24957632090824264,-1.5212577169083794,0.6215935341893296,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
813,0.6674187266574306,1.4250237135578045,2.553328234454491,0.05882924382594909,-1.0092883386629488,-0.6790866795111877,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-1.368260116868712,-1.4541252652977399,-1.8257823822094277,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
568,0.7545293970006207,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,-0.9561253694105496,0.4745147013118945,1.122901992772263,-0.012987355254005385,-0.4333608587363822,1.9430439191742774,0.2535564725479016,1.1524890830644896,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
285,-0.8744401384170332,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,-0.4989238338399163,-0.5348865069083025,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,1.1009801163967605,-0.1807065738084225,0.7267213656497573,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0
715,-0.9528397417259042,-0.2268584891753536,1.6840607919484227,0.8024370464201677,-1.1297910689683872,0.4745147013118945,1.122901992772263,1.204577199809007,1.3673075293649286,-0.3716145531948393,0.8032034201100122,0.07808264553891825,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
455,0.5106195200396886,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.649396302011907,-0.3906863343054172,1.122901992772263,1.204577199809007,-1.3336950527870377,2.0203347996224554,2.108090448291817,1.222399090985674,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
845,-0.508575322975635,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.10228598909964663,1.122901992772263,-1.2305519103170177,-0.4333608587363822,-0.2292366155271432,-0.21217491050090975,0.3356458326169662,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
231,0.8067957992065347,-0.2268584891753536,2.118694513201457,0.41980390527945327,-0.998655744812469,0.9071152191205504,-0.8402133792072178,1.204577199809007,1.3673075293649286,-0.8780732171842155,-0.24154535808056452,-0.6777864626615571,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
569,-0.3517761163578929,-1.0527995905419327,2.118694513201457,-0.9121925954839771,-0.8179016493543116,-0.5348865069083025,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-0.08075676624511723,-0.05902900526413846,0.9706179346379495,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1
170,0.14475470459829035,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.6281160821349767,1.122901992772263,-1.2305519103170177,-1.3336950527870377,0.9301265911955252,0.1486620169062774,-0.28671092962876593,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
549,-0.9092844065543092,-1.0527995905419327,-0.4891078143167476,0.17073138887653538,-0.92777178580927,-1.6884878877313847,1.122901992772263,1.204577199809007,-0.4333608587363822,0.9870777662626037,1.0423627789729153,0.28781266930247157,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
238,0.5803080563142405,1.4250237135578045,-0.4891078143167476,0.28985302715619177,0.5749681450585481,1.0513153917234357,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,-0.1844892636887244,1.1892150168711892,0.756157158458677,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
253,2.0437673180798335,-1.0527995905419327,-0.4891078143167476,0.5858522495480651,-1.537373833236781,1.3397157369292063,-0.8402133792072178,1.204577199809007,1.3673075293649286,-0.2861877905942216,-0.2709158056602193,0.232620557785747,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
533,1.163949547613614,1.4250237135578045,-0.4891078143167476,2.6542370596766443,-1.3637081336789436,0.18611435610612392,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,-1.2462218845821156,-1.3911885919127653,-1.6996289844569146,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
322,0.5280416541083266,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-1.1116871973198437,-0.8402133792072178,-0.012987355254005385,0.46697333531427326,-0.8312918948076867,-0.8331500878993249,-0.5810688577179636,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
810,0.46706418486809353,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.1156142771677473,-1.2558873699227289,1.122901992772263,-1.2305519103170177,0.46697333531427326,-0.20889691014604375,-0.1911960193725849,0.3724405736281159,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
911,-0.9354176076572662,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-0.14450403882392143,0.18611435610612392,0.14134430678252252,-1.2305519103170177,-0.4333608587363822,1.458958931104111,0.003907668120836044,0.33249199767315335,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
805,0.7371072629319827,-1.0527995905419327,-0.4891078143167476,0.2609750542399114,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-0.5221283730149752,0.49271583141080466,-0.19419843794358954,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
758,2.0089230499425574,-1.0527995905419327,-0.4891078143167476,1.527996115941711,-1.3637081336789436,0.6187148739147798,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,1.5362498115522887,0.043767561264653226,1.1766684843003878,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0
538,2.3747878653839556,-0.2268584891753536,-0.4891078143167476,0.8060467930347027,0.9506531277755026,-0.9674870247169584,-0.8402133792072178,-0.012987355254005385,1.3673075293649286,-1.3072410007254138,-1.4226569286052526,-1.7874107237263717,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0
64,0.7806625981035776,1.4250237135578045,1.6840607919484227,1.3402892919858889,0.9506531277755026,0.6187148739147798,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.162115587769515,-0.1429445697774378,0.45706847795376015,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0
948,-0.6915077306963341,-0.2268584891753536,-0.4891078143167476,0.6147302224643455,-0.6725895333977537,0.7629150465176651,-0.8402133792072178,-0.012987355254005385,-0.4333608587363822,1.2514939362168964,-0.10308467663362061,0.17164641553869892,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0
784,1.1291052794763379,1.4250237135578045,-0.4891078143167476,1.2500456266225128,-0.28272775888015944,1.3397157369292063,1.122901992772263,-1.2305519103170177,-1.3336950527870377,-0.8353598358839067,-0.15343401534160023,-0.5894790842347978,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1
221,0.8067957992065347,-1.0527995905419327,-0.4891078143167476,0.8132662862637727,0.9506531277755026,0.7629150465176651,-0.8402133792072178,1.204577199809007,0.46697333531427326,-0.9268885100988542,-0.3422440354965237,-0.9264137840654686,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
38,1.9653677147709623,1.4250237135578045,-0.4891078143167476,1.4594109302655454,0.9506531277755026,-1.1116871973198437,1.122901992772263,1.204577199809007,-1.3336950527870377,1.0358930591772424,-0.21427279961374224,0.3319663585158512,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
987,0.25799857604443743,1.4250237135578045,1.2494270706953887,-0.9121925954839771,0.9506531277755026,-0.24648616170253193,-0.8402133792072178,-1.2305519103170177,1.3673075293649286,0.38909042805828,0.4255833798001652,0.23472311441495555,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0
628,0.2928428441817134,1.4250237135578045,-0.4891078143167476,0.6833154081405113,-0.3607001137836783,-0.24648616170253193,-0.8402133792072178,1.204577199809007,1.3673075293649286,1.7518506885919427,0.15495568424477485,1.3995394869964948,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
743,-0.2646654460147029,-1.0527995905419327,1.6840607919484227,-0.9121925954839771,-0.5946171784942349,-0.3906863343054172,1.122901992772263,1.204577199809007,0.46697333531427326,1.1497954093113993,-0.15553190445443268,0.7771827247507626,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
158,-1.3971041604761734,-0.2268584891753536,-0.4891078143167476,0.13463392273118496,0.9506531277755026,0.7629150465176651,1.122901992772263,1.204577199809007,-1.3336950527870377,1.1538633503876192,1.214389686225179,0.7813878380091797,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
971,-1.1009278813093273,-1.0527995905419327,-0.4891078143167476,1.0154120966777351,-0.29690455068079924,-1.6884878877313847,-0.8402133792072178,1.204577199809007,-0.4333608587363822,1.2596298183693362,-0.09888889840795564,0.5343374340771746,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
77,0.9897282069272338,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.4839159095320915,1.122901992772263,-1.2305519103170177,0.46697333531427326,0.7104577730796512,0.7570498596276976,0.03760843042665358,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
384,0.4235088496964985,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,0.6187148739147798,-0.8402133792072178,1.204577199809007,0.46697333531427326,2.20746008912857,2.3010962466724054,1.3916548996369627,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
782,0.2405764419757994,1.4250237135578045,-0.4891078143167476,1.509947382869036,0.9506531277755026,-0.823286852114073,-0.8402133792072178,-1.2305519103170177,-0.4333608587363822,-1.3601242347162723,-1.3786012572357704,-1.8352438870408663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0
29,0.31026497825035143,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,-0.9674870247169584,-0.8402133792072178,1.204577199809007,0.46697333531427326,1.3694642274272733,1.4367659321854223,1.3748344466032942,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
680,0.14475470459829035,1.4250237135578045,-0.4891078143167476,-0.9121925954839771,-1.335354550077664,1.195515564326321,-0.8402133792072178,1.204577199809007,0.46697333531427326,-0.13160602969786583,-0.11147623308495054,0.5122605894704847,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1
558,0.040221900186462295,-1.0527995905419327,-0.4891078143167476,-0.9121925954839771,0.25953452749431266,-0.10228598909964663,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.9431602744037337,-0.9485339891051114,-0.9558495768743883,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
246,-1.7716800429518906,-0.2268584891753536,-0.4891078143167476,-0.9121925954839771,0.9506531277755026,1.0513153917234357,-0.8402133792072178,-1.2305519103170177,0.46697333531427326,-0.1844892636887244,-0.1660213500185951,0.41659426284149553,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,1
67,2.3747878653839556,-1.0527995905419327,-0.4891078143167476,1.2392163867789079,0.9506531277755026,0.7629150465176651,1.122901992772263,-0.012987355254005385,-0.4333608587363822,-1.4984342313077486,-0.7303535213705331,-0.3750183080555252,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0
611,-0.595685993318825,-1.0527995905419327,-0.4891078143167476,1.094826522197506,-1.1652330484699864,-1.1116871973198437,1.122901992772263,1.204577199809007,-0.4333608587363822,-0.1295720591597559,1.3025010289641432,0.869695216435939,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
223,1.364304089402951,-1.0527995905419327,1.2494270706953887,1.000973110219595,-1.6188903860904598,0.7629150465176651,1.122901992772263,-0.012987355254005385,-0.4333608587363822,-0.20889691014604375,-0.1911960193725849,0.3724405736281159,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0
734,0.3538203134219465,-0.2268584891753536,2.118694513201457,-0.9121925954839771,0.9506531277755026,-1.6884878877313847,-0.8402133792072178,1.204577199809007,-0.4333608587363822,-0.4672111684860067,-0.45762793670231033,0.17164641553869892,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0
